incident_id,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
PAK-00283,1993-06-16,1993,6,16,Pakistan,Punjab,Gujranwala,IED,Civilians,Tribal Militants,6,11,17,Yes,None,"IED targeting civilians in Gujranwala, Punjab."
PAK-00288,1993-07-16,1993,7,16,Pakistan,FATA/Tribal Areas,South Waziristan,Grenade Attack,Military/Security Forces,Al-Qaeda Affiliates,2,3,5,No,Unknown,"Grenade Attack targeting military/security forces in South Waziristan, FATA/Tribal Areas."
PAK-00282,1993-07-19,1993,7,19,Pakistan,Balochistan,Pishin,Bombing,Mosque/Shrine,Al-Qaeda Affiliates,19,27,46,Yes,Minor,"Bombing targeting mosque/shrine in Pishin, Balochistan."
PAK-00293,1993-08-13,1993,8,13,Pakistan,Khyber Pakhtunkhwa,Peshawar,Drone Strike,School,BLA,28,11,39,No,None,"Drone Strike targeting school in Peshawar, Khyber Pakhtunkhwa."
PAK-00289,1993-09-08,1993,9,8,Pakistan,Balochistan,Pishin,Military Operation,Judges/Lawyers,Unknown,56,113,169,Yes,Unknown,"Military Operation targeting judges/lawyers in Pishin, Balochistan."
PAK-00291,1993-10-06,1993,10,6,Pakistan,FATA/Tribal Areas,Kurram,Military Operation,Civilians,Tribal Militants,10,17,27,Yes,Moderate,"Military Operation targeting civilians in Kurram, FATA/Tribal Areas."
PAK-00295,1993-10-21,1993,10,21,Pakistan,FATA/Tribal Areas,Bajaur,Ambush,Political Party,BLA,10,18,28,Yes,Unknown,"Ambush targeting political party in Bajaur, FATA/Tribal Areas."
PAK-00286,1993-10-22,1993,10,22,Pakistan,Punjab,Sialkot,Assassination,Journalists,Al-Qaeda Affiliates,5,4,9,Yes,Minor,"Assassination targeting journalists in Sialkot, Punjab."
PAK-00305,1994-01-05,1994,1,5,Pakistan,Balochistan,Turbat,Assassination,Market/Bazaar,Tribal Militants,4,0,4,Yes,None,"Assassination targeting market/bazaar in Turbat, Balochistan."
PAK-00303,1994-02-12,1994,2,12,Pakistan,Khyber Pakhtunkhwa,Swat,Ambush,Government Officials,Unknown,12,16,28,Yes,Minor,"Ambush targeting government officials in Swat, Khyber Pakhtunkhwa."
PAK-00301,1994-02-20,1994,2,20,Pakistan,Khyber Pakhtunkhwa,Charsadda,Assassination,Paramilitary,BLA,1,0,1,Yes,Major,"Assassination targeting paramilitary in Charsadda, Khyber Pakhtunkhwa."
PAK-00306,1994-02-22,1994,2,22,Pakistan,Balochistan,Khuzdar,Military Operation,Government Officials,Sectarian Groups (SSP/LeJ),27,11,38,Yes,Moderate,"Military Operation targeting government officials in Khuzdar, Balochistan."
PAK-00302,1994-04-14,1994,4,14,Pakistan,Sindh,Karachi,Kidnapping,Ethnic Group,Al-Qaeda Affiliates,0,3,3,No,Minor,"Kidnapping targeting ethnic group in Karachi, Sindh."
PAK-00313,1994-05-15,1994,5,15,Pakistan,Punjab,Sargodha,IED,Military/Security Forces,Tribal Militants,3,0,3,Yes,None,"IED targeting military/security forces in Sargodha, Punjab."
PAK-00300,1994-05-18,1994,5,18,Pakistan,Sindh,Mirpur Khas,Ethnic Violence,Mosque/Shrine,Al-Qaeda Affiliates,14,31,45,Yes,Moderate,"Ethnic Violence targeting mosque/shrine in Mirpur Khas, Sindh."
PAK-00298,1994-05-23,1994,5,23,Pakistan,Balochistan,Loralai,IED,Government Officials,Al-Qaeda Affiliates,17,47,64,Yes,Moderate,"IED targeting government officials in Loralai, Balochistan."
PAK-00309,1994-08-08,1994,8,8,Pakistan,Sindh,Karachi,Assassination,Civilians,Tribal Militants,4,11,15,Yes,Minor,"Assassination targeting civilians in Karachi, Sindh."
PAK-00311,1994-09-11,1994,9,11,Pakistan,Punjab,Multan,Ethnic Violence,Hospital,Unknown,4,7,11,Yes,Minor,"Ethnic Violence targeting hospital in Multan, Punjab."
PAK-00307,1994-09-29,1994,9,29,Pakistan,Khyber Pakhtunkhwa,Swat,Ethnic Violence,Religious Minority,Unknown,10,4,14,Yes,Unknown,"Ethnic Violence targeting religious minority in Swat, Khyber Pakhtunkhwa."
PAK-00312,1994-10-19,1994,10,19,Pakistan,Balochistan,Turbat,Bombing,Foreign Nationals,BLA,5,12,17,Yes,Unknown,"Bombing targeting foreign nationals in Turbat, Balochistan."
PAK-00308,1994-11-12,1994,11,12,Pakistan,Punjab,Sargodha,Grenade Attack,Mosque/Shrine,Unknown,2,6,8,Yes,Minor,"Grenade Attack targeting mosque/shrine in Sargodha, Punjab."
PAK-00297,1994-11-20,1994,11,20,Pakistan,Punjab,Sialkot,Militant Attack,Journalists,Al-Qaeda Affiliates,11,36,47,Yes,Major,"Militant Attack targeting journalists in Sialkot, Punjab."
PAK-00299,1994-11-22,1994,11,22,Pakistan,Balochistan,Loralai,Mortar Attack,Military/Security Forces,Unknown,1,7,8,Yes,Moderate,"Mortar Attack targeting military/security forces in Loralai, Balochistan."
PAK-00310,1994-12-20,1994,12,20,Pakistan,Punjab,Gujranwala,IED,Market/Bazaar,Tribal Militants,20,36,56,Yes,Moderate,"IED targeting market/bazaar in Gujranwala, Punjab."
PAK-00304,1994-12-27,1994,12,27,Pakistan,Sindh,Larkana,Rocket Attack,Market/Bazaar,Al-Qaeda Affiliates,10,5,15,Yes,Minor,"Rocket Attack targeting market/bazaar in Larkana, Sindh."
PAK-00322,1995-01-19,1995,1,19,Pakistan,Punjab,Lahore,Military Operation,Foreign Nationals,Al-Qaeda Affiliates,12,11,23,Yes,Major,"Military Operation targeting foreign nationals in Lahore, Punjab."
PAK-00321,1995-01-23,1995,1,23,Pakistan,Sindh,Mirpur Khas,Armed Assault,Market/Bazaar,Unknown,17,0,17,No,None,"Armed Assault targeting market/bazaar in Mirpur Khas, Sindh."
PAK-00323,1995-02-09,1995,2,9,Pakistan,Punjab,Sialkot,Militant Attack,Judges/Lawyers,Unknown,22,34,56,Yes,None,"Militant Attack targeting judges/lawyers in Sialkot, Punjab."
PAK-00334,1995-02-16,1995,2,16,Pakistan,Sindh,Hyderabad,Rocket Attack,Police,Sectarian Groups (SSP/LeJ),5,4,9,Yes,Moderate,"Rocket Attack targeting police in Hyderabad, Sindh."
PAK-00332,1995-02-24,1995,2,24,Pakistan,Punjab,Rawalpindi,Sectarian Violence,Religious Minority,Tribal Militants,8,4,12,Yes,Major,"Sectarian Violence targeting religious minority in Rawalpindi, Punjab."
PAK-00317,1995-03-03,1995,3,3,Pakistan,Balochistan,Turbat,Drone Strike,Police,BLA,22,22,44,Yes,Minor,"Drone Strike targeting police in Turbat, Balochistan."
PAK-00315,1995-03-21,1995,3,21,Pakistan,Punjab,Gujranwala,IED,Hospital,MQM,17,13,30,Yes,Major,"IED targeting hospital in Gujranwala, Punjab."
PAK-00320,1995-03-27,1995,3,27,Pakistan,Sindh,Larkana,Drone Strike,Foreign Nationals,MQM,16,36,52,Yes,Moderate,"Drone Strike targeting foreign nationals in Larkana, Sindh."
PAK-00326,1995-04-11,1995,4,11,Pakistan,Khyber Pakhtunkhwa,Dir,Militant Attack,Ethnic Group,BLA,39,63,102,Yes,Unknown,"Militant Attack targeting ethnic group in Dir, Khyber Pakhtunkhwa."
PAK-00328,1995-05-02,1995,5,2,Pakistan,Khyber Pakhtunkhwa,Peshawar,Ethnic Violence,Hospital,MQM,14,33,47,Yes,None,"Ethnic Violence targeting hospital in Peshawar, Khyber Pakhtunkhwa."
PAK-00316,1995-05-03,1995,5,3,Pakistan,FATA/Tribal Areas,Kurram,IED,Hospital,Unknown,14,46,60,Yes,None,"IED targeting hospital in Kurram, FATA/Tribal Areas."
PAK-00318,1995-05-13,1995,5,13,Pakistan,Sindh,Hyderabad,Military Operation,Foreign Nationals,Tribal Militants,36,100,136,Yes,Minor,"Military Operation targeting foreign nationals in Hyderabad, Sindh."
PAK-00319,1995-05-15,1995,5,15,Pakistan,Khyber Pakhtunkhwa,Mardan,Bombing,Infrastructure,Al-Qaeda Affiliates,9,4,13,Yes,Unknown,"Bombing targeting infrastructure in Mardan, Khyber Pakhtunkhwa."
PAK-00331,1995-06-17,1995,6,17,Pakistan,Punjab,Multan,Rocket Attack,School,BLA,6,22,28,Yes,Moderate,"Rocket Attack targeting school in Multan, Punjab."
PAK-00327,1995-06-27,1995,6,27,Pakistan,Punjab,Faisalabad,Bombing,Judges/Lawyers,MQM,8,17,25,Yes,None,"Bombing targeting judges/lawyers in Faisalabad, Punjab."
PAK-00325,1995-07-08,1995,7,8,Pakistan,Khyber Pakhtunkhwa,Kohat,Mortar Attack,Government Officials,Tribal Militants,7,0,7,Yes,Unknown,"Mortar Attack targeting government officials in Kohat, Khyber Pakhtunkhwa."
PAK-00324,1995-07-25,1995,7,25,Pakistan,FATA/Tribal Areas,Kurram,Suicide Bombing,Political Party,Sectarian Groups (SSP/LeJ),71,11,82,Yes,Major,"Suicide Bombing targeting political party in Kurram, FATA/Tribal Areas."
PAK-00335,1995-07-27,1995,7,27,Pakistan,Balochistan,Dera Bugti,Suicide Bombing,Hospital,BLA,27,3,30,No,Unknown,"Suicide Bombing targeting hospital in Dera Bugti, Balochistan."
PAK-00333,1995-08-26,1995,8,26,Pakistan,Khyber Pakhtunkhwa,Mingora,Armed Assault,Foreign Nationals,Sectarian Groups (SSP/LeJ),15,19,34,Yes,None,"Armed Assault targeting foreign nationals in Mingora, Khyber Pakhtunkhwa."
PAK-00330,1995-10-31,1995,10,31,Pakistan,Sindh,Mirpur Khas,Armed Assault,Religious Minority,Unknown,13,4,17,Yes,Major,"Armed Assault targeting religious minority in Mirpur Khas, Sindh."
PAK-00314,1995-11-24,1995,11,24,Pakistan,FATA/Tribal Areas,Bajaur,Political Violence,Judges/Lawyers,Unknown,7,2,9,Yes,Unknown,"Political Violence targeting judges/lawyers in Bajaur, FATA/Tribal Areas."
PAK-00329,1995-12-25,1995,12,25,Pakistan,Punjab,Gujranwala,IED,Police,Sectarian Groups (SSP/LeJ),17,26,43,No,Major,"IED targeting police in Gujranwala, Punjab."
PAK-00336,1996-02-01,1996,2,1,Pakistan,Punjab,Rawalpindi,Drone Strike,Civilians,Sectarian Groups (SSP/LeJ),4,0,4,Yes,Minor,"Drone Strike targeting civilians in Rawalpindi, Punjab."
PAK-00358,1996-02-17,1996,2,17,Pakistan,Khyber Pakhtunkhwa,Swat,Ethnic Violence,Political Party,Unknown,5,17,22,Yes,Unknown,"Ethnic Violence targeting political party in Swat, Khyber Pakhtunkhwa."
PAK-00344,1996-02-21,1996,2,21,Pakistan,Khyber Pakhtunkhwa,Peshawar,Military Operation,Foreign Nationals,Tribal Militants,17,10,27,Yes,Minor,"Military Operation targeting foreign nationals in Peshawar, Khyber Pakhtunkhwa."
PAK-00349,1996-02-26,1996,2,26,Pakistan,Khyber Pakhtunkhwa,Peshawar,Bombing,Religious Minority,Tribal Militants,23,18,41,Yes,Moderate,"Bombing targeting religious minority in Peshawar, Khyber Pakhtunkhwa."
PAK-00348,1996-03-07,1996,3,7,Pakistan,FATA/Tribal Areas,Mohmand,Bombing,Infrastructure,Tribal Militants,7,25,32,Yes,Minor,"Bombing targeting infrastructure in Mohmand, FATA/Tribal Areas."
PAK-00350,1996-03-10,1996,3,10,Pakistan,Sindh,Sukkur,Ethnic Violence,Civilians,BLA,20,41,61,No,Major,"Ethnic Violence targeting civilians in Sukkur, Sindh."
PAK-00359,1996-03-21,1996,3,21,Pakistan,Balochistan,Quetta,Political Violence,Political Party,Tribal Militants,15,27,42,Yes,Moderate,"Political Violence targeting political party in Quetta, Balochistan."
PAK-00345,1996-03-29,1996,3,29,Pakistan,Khyber Pakhtunkhwa,Charsadda,Suicide Bombing,Market/Bazaar,Tribal Militants,54,90,144,Yes,Unknown,"Suicide Bombing targeting market/bazaar in Charsadda, Khyber Pakhtunkhwa."
PAK-00351,1996-03-30,1996,3,30,Pakistan,Balochistan,Mastung,Kidnapping,Foreign Nationals,Sectarian Groups (SSP/LeJ),2,9,11,Yes,Moderate,"Kidnapping targeting foreign nationals in Mastung, Balochistan."
PAK-00347,1996-04-29,1996,4,29,Pakistan,FATA/Tribal Areas,Bajaur,Kidnapping,Paramilitary,MQM,0,0,0,Yes,None,"Kidnapping targeting paramilitary in Bajaur, FATA/Tribal Areas."
PAK-00353,1996-05-01,1996,5,1,Pakistan,Punjab,Rawalpindi,Military Operation,Religious Minority,BLA,50,19,69,Yes,Moderate,"Military Operation targeting religious minority in Rawalpindi, Punjab."
PAK-00360,1996-05-01,1996,5,1,Pakistan,Punjab,Multan,Political Violence,School,Unknown,5,9,14,Yes,Major,"Political Violence targeting school in Multan, Punjab."
PAK-00354,1996-05-07,1996,5,7,Pakistan,Punjab,Rawalpindi,Mortar Attack,Ethnic Group,MQM,4,6,10,Yes,Moderate,"Mortar Attack targeting ethnic group in Rawalpindi, Punjab."
PAK-00357,1996-05-13,1996,5,13,Pakistan,Punjab,Sargodha,IED,Police,BLA,1,5,6,No,None,"IED targeting police in Sargodha, Punjab."
PAK-00362,1996-05-29,1996,5,29,Pakistan,Balochistan,Gwadar,Armed Assault,Military/Security Forces,Sectarian Groups (SSP/LeJ),6,20,26,No,Major,"Armed Assault targeting military/security forces in Gwadar, Balochistan."
PAK-00343,1996-06-12,1996,6,12,Pakistan,FATA/Tribal Areas,Khyber,Mortar Attack,Journalists,BLA,2,0,2,Yes,None,"Mortar Attack targeting journalists in Khyber, FATA/Tribal Areas."
PAK-00338,1996-06-18,1996,6,18,Pakistan,Sindh,Karachi,Sectarian Violence,Ethnic Group,Sectarian Groups (SSP/LeJ),7,26,33,Yes,Major,"Sectarian Violence targeting ethnic group in Karachi, Sindh."
PAK-00341,1996-07-15,1996,7,15,Pakistan,Khyber Pakhtunkhwa,Nowshera,Political Violence,Paramilitary,MQM,2,4,6,Yes,Minor,"Political Violence targeting paramilitary in Nowshera, Khyber Pakhtunkhwa."
PAK-00355,1996-08-02,1996,8,2,Pakistan,Khyber Pakhtunkhwa,Mardan,Bombing,Police,Al-Qaeda Affiliates,15,46,61,No,Major,"Bombing targeting police in Mardan, Khyber Pakhtunkhwa."
PAK-00361,1996-08-06,1996,8,6,Pakistan,FATA/Tribal Areas,Khyber,Military Operation,Religious Minority,MQM,26,0,26,Yes,Unknown,"Military Operation targeting religious minority in Khyber, FATA/Tribal Areas."
PAK-00342,1996-10-05,1996,10,5,Pakistan,FATA/Tribal Areas,North Waziristan,Bombing,Journalists,Unknown,12,30,42,Yes,Moderate,"Bombing targeting journalists in North Waziristan, FATA/Tribal Areas."
PAK-00346,1996-10-15,1996,10,15,Pakistan,Khyber Pakhtunkhwa,Bannu,Bombing,Foreign Nationals,Tribal Militants,19,9,28,No,Major,"Bombing targeting foreign nationals in Bannu, Khyber Pakhtunkhwa."
PAK-00356,1996-10-22,1996,10,22,Pakistan,Balochistan,Pishin,Grenade Attack,Journalists,MQM,7,25,32,Yes,Minor,"Grenade Attack targeting journalists in Pishin, Balochistan."
PAK-00337,1996-10-27,1996,10,27,Pakistan,Punjab,Multan,Ethnic Violence,Foreign Nationals,Unknown,6,18,24,Yes,None,"Ethnic Violence targeting foreign nationals in Multan, Punjab."
PAK-00352,1996-11-04,1996,11,4,Pakistan,Punjab,Faisalabad,Bombing,Journalists,Tribal Militants,2,2,4,Yes,Unknown,"Bombing targeting journalists in Faisalabad, Punjab."
PAK-00340,1996-11-10,1996,11,10,Pakistan,Punjab,Faisalabad,Ambush,School,Al-Qaeda Affiliates,5,1,6,Yes,Minor,"Ambush targeting school in Faisalabad, Punjab."
PAK-00339,1996-12-15,1996,12,15,Pakistan,Sindh,Hyderabad,Political Violence,Journalists,Al-Qaeda Affiliates,1,6,7,Yes,Moderate,"Political Violence targeting journalists in Hyderabad, Sindh."
PAK-00370,1997-01-07,1997,1,7,Pakistan,Sindh,Larkana,Ethnic Violence,Infrastructure,BLA,34,58,92,Yes,Unknown,"Ethnic Violence targeting infrastructure in Larkana, Sindh."
PAK-00373,1997-03-15,1997,3,15,Pakistan,FATA/Tribal Areas,Khyber,Military Operation,Police,Sectarian Groups (SSP/LeJ),20,51,71,Yes,Major,"Military Operation targeting police in Khyber, FATA/Tribal Areas."
PAK-00368,1997-04-19,1997,4,19,Pakistan,FATA/Tribal Areas,Kurram,Assassination,Civilians,Al-Qaeda Affiliates,2,2,4,Yes,Minor,"Assassination targeting civilians in Kurram, FATA/Tribal Areas."
PAK-00369,1997-05-13,1997,5,13,Pakistan,Sindh,Larkana,IED,Judges/Lawyers,Sectarian Groups (SSP/LeJ),5,19,24,Yes,None,"IED targeting judges/lawyers in Larkana, Sindh."
PAK-00372,1997-05-16,1997,5,16,Pakistan,Sindh,Mirpur Khas,Armed Assault,Hospital,Tribal Militants,12,26,38,Yes,Major,"Armed Assault targeting hospital in Mirpur Khas, Sindh."
PAK-00374,1997-07-10,1997,7,10,Pakistan,Sindh,Larkana,Mortar Attack,Market/Bazaar,MQM,7,8,15,Yes,Moderate,"Mortar Attack targeting market/bazaar in Larkana, Sindh."
PAK-00364,1997-08-14,1997,8,14,Pakistan,Khyber Pakhtunkhwa,Mingora,Grenade Attack,Political Party,Al-Qaeda Affiliates,0,2,2,Yes,Minor,"Grenade Attack targeting political party in Mingora, Khyber Pakhtunkhwa."
PAK-00375,1997-08-15,1997,8,15,Pakistan,Khyber Pakhtunkhwa,Kohat,Military Operation,Civilians,Sectarian Groups (SSP/LeJ),11,19,30,Yes,Moderate,"Military Operation targeting civilians in Kohat, Khyber Pakhtunkhwa."
PAK-00367,1997-09-15,1997,9,15,Pakistan,FATA/Tribal Areas,North Waziristan,Military Operation,Hospital,MQM,28,4,32,Yes,Unknown,"Military Operation targeting hospital in North Waziristan, FATA/Tribal Areas."
PAK-00371,1997-10-18,1997,10,18,Pakistan,FATA/Tribal Areas,Khyber,Political Violence,Civilians,Al-Qaeda Affiliates,3,2,5,Yes,None,"Political Violence targeting civilians in Khyber, FATA/Tribal Areas."
PAK-00363,1997-11-25,1997,11,25,Pakistan,Khyber Pakhtunkhwa,Mingora,Military Operation,Paramilitary,Unknown,19,5,24,Yes,Minor,"Military Operation targeting paramilitary in Mingora, Khyber Pakhtunkhwa."
PAK-00365,1997-12-09,1997,12,9,Pakistan,Khyber Pakhtunkhwa,Dir,Suicide Bombing,Religious Minority,Unknown,17,5,22,Yes,Unknown,"Suicide Bombing targeting religious minority in Dir, Khyber Pakhtunkhwa."
PAK-00366,1997-12-18,1997,12,18,Pakistan,Balochistan,Gwadar,Suicide Bombing,Journalists,Tribal Militants,58,137,195,No,Major,"Suicide Bombing targeting journalists in Gwadar, Balochistan."
PAK-00378,1998-01-17,1998,1,17,Pakistan,FATA/Tribal Areas,South Waziristan,Kidnapping,Mosque/Shrine,Sectarian Groups (SSP/LeJ),0,1,1,Yes,Moderate,"Kidnapping targeting mosque/shrine in South Waziristan, FATA/Tribal Areas."
PAK-00391,1998-03-02,1998,3,2,Pakistan,Balochistan,Mastung,Grenade Attack,School,Tribal Militants,4,14,18,Yes,Unknown,"Grenade Attack targeting school in Mastung, Balochistan."
PAK-00379,1998-03-05,1998,3,5,Pakistan,Punjab,Gujranwala,Grenade Attack,Ethnic Group,Tribal Militants,6,20,26,Yes,Minor,"Grenade Attack targeting ethnic group in Gujranwala, Punjab."
PAK-00382,1998-03-09,1998,3,9,Pakistan,Punjab,Gujranwala,Political Violence,Military/Security Forces,Unknown,1,7,8,Yes,Unknown,"Political Violence targeting military/security forces in Gujranwala, Punjab."
PAK-00381,1998-04-20,1998,4,20,Pakistan,Sindh,Sukkur,Bombing,Journalists,MQM,6,18,24,No,Minor,"Bombing targeting journalists in Sukkur, Sindh."
PAK-00386,1998-05-04,1998,5,4,Pakistan,Khyber Pakhtunkhwa,Kohat,Ambush,Hospital,Sectarian Groups (SSP/LeJ),5,16,21,No,Unknown,"Ambush targeting hospital in Kohat, Khyber Pakhtunkhwa."
PAK-00387,1998-05-13,1998,5,13,Pakistan,Balochistan,Mastung,Assassination,Military/Security Forces,Unknown,4,9,13,No,Major,"Assassination targeting military/security forces in Mastung, Balochistan."
PAK-00389,1998-05-31,1998,5,31,Pakistan,Khyber Pakhtunkhwa,Charsadda,Rocket Attack,Political Party,Unknown,8,5,13,Yes,Minor,"Rocket Attack targeting political party in Charsadda, Khyber Pakhtunkhwa."
PAK-00380,1998-06-29,1998,6,29,Pakistan,Khyber Pakhtunkhwa,Nowshera,Drone Strike,Political Party,Al-Qaeda Affiliates,19,35,54,Yes,Moderate,"Drone Strike targeting political party in Nowshera, Khyber Pakhtunkhwa."
PAK-00390,1998-07-01,1998,7,1,Pakistan,Khyber Pakhtunkhwa,Charsadda,Kidnapping,Infrastructure,Unknown,0,1,1,Yes,Moderate,"Kidnapping targeting infrastructure in Charsadda, Khyber Pakhtunkhwa."
PAK-00383,1998-07-12,1998,7,12,Pakistan,Sindh,Hyderabad,Ambush,Hospital,Unknown,9,27,36,No,Major,"Ambush targeting hospital in Hyderabad, Sindh."
PAK-00377,1998-07-26,1998,7,26,Pakistan,FATA/Tribal Areas,Orakzai,Kidnapping,Government Officials,BLA,2,8,10,Yes,Unknown,"Kidnapping targeting government officials in Orakzai, FATA/Tribal Areas."
PAK-00385,1998-09-04,1998,9,4,Pakistan,Sindh,Mirpur Khas,Grenade Attack,Hospital,BLA,10,6,16,Yes,Moderate,"Grenade Attack targeting hospital in Mirpur Khas, Sindh."
PAK-00376,1998-09-22,1998,9,22,Pakistan,Balochistan,Turbat,Sectarian Violence,Ethnic Group,Sectarian Groups (SSP/LeJ),28,62,90,No,None,"Sectarian Violence targeting ethnic group in Turbat, Balochistan."
PAK-00393,1998-10-19,1998,10,19,Pakistan,Balochistan,Quetta,Assassination,Religious Minority,Sectarian Groups (SSP/LeJ),3,6,9,No,Major,"Assassination targeting religious minority in Quetta, Balochistan."
PAK-00384,1998-11-16,1998,11,16,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Drone Strike,Hospital,Unknown,17,52,69,Yes,None,"Drone Strike targeting hospital in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00392,1998-12-15,1998,12,15,Pakistan,FATA/Tribal Areas,Khyber,IED,Paramilitary,Sectarian Groups (SSP/LeJ),17,7,24,Yes,Moderate,"IED targeting paramilitary in Khyber, FATA/Tribal Areas."
PAK-00388,1998-12-18,1998,12,18,Pakistan,Balochistan,Quetta,Sectarian Violence,Infrastructure,Unknown,47,56,103,Yes,Major,"Sectarian Violence targeting infrastructure in Quetta, Balochistan."
PAK-00402,1999-01-11,1999,1,11,Pakistan,FATA/Tribal Areas,Khyber,Suicide Bombing,Police,Unknown,18,41,59,Yes,None,"Suicide Bombing targeting police in Khyber, FATA/Tribal Areas."
PAK-00401,1999-01-20,1999,1,20,Pakistan,FATA/Tribal Areas,Khyber,Kidnapping,Civilians,BLA,2,10,12,Yes,Moderate,"Kidnapping targeting civilians in Khyber, FATA/Tribal Areas."
PAK-00400,1999-03-09,1999,3,9,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Kidnapping,Journalists,MQM,0,1,1,Yes,None,"Kidnapping targeting journalists in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00399,1999-03-10,1999,3,10,Pakistan,Khyber Pakhtunkhwa,Kohat,Drone Strike,Infrastructure,Al-Qaeda Affiliates,29,87,116,Yes,Major,"Drone Strike targeting infrastructure in Kohat, Khyber Pakhtunkhwa."
PAK-00398,1999-03-27,1999,3,27,Pakistan,Khyber Pakhtunkhwa,Swat,Armed Assault,Journalists,Tribal Militants,19,19,38,Yes,None,"Armed Assault targeting journalists in Swat, Khyber Pakhtunkhwa."
PAK-00405,1999-04-12,1999,4,12,Pakistan,FATA/Tribal Areas,Kurram,Armed Assault,Hospital,MQM,4,15,19,Yes,Moderate,"Armed Assault targeting hospital in Kurram, FATA/Tribal Areas."
PAK-00396,1999-04-13,1999,4,13,Pakistan,Balochistan,Pishin,Military Operation,Journalists,MQM,5,17,22,Yes,None,"Military Operation targeting journalists in Pishin, Balochistan."
PAK-00397,1999-05-08,1999,5,8,Pakistan,Khyber Pakhtunkhwa,Charsadda,Sectarian Violence,Military/Security Forces,Unknown,2,10,12,Yes,Moderate,"Sectarian Violence targeting military/security forces in Charsadda, Khyber Pakhtunkhwa."
PAK-00404,1999-08-03,1999,8,3,Pakistan,Khyber Pakhtunkhwa,Mingora,Armed Assault,School,Tribal Militants,20,17,37,Yes,None,"Armed Assault targeting school in Mingora, Khyber Pakhtunkhwa."
PAK-00406,1999-10-08,1999,10,8,Pakistan,FATA/Tribal Areas,North Waziristan,Grenade Attack,Judges/Lawyers,BLA,2,0,2,Yes,Minor,"Grenade Attack targeting judges/lawyers in North Waziristan, FATA/Tribal Areas."
PAK-00407,1999-10-21,1999,10,21,Pakistan,Balochistan,Mastung,Militant Attack,Military/Security Forces,MQM,7,3,10,Yes,Minor,"Militant Attack targeting military/security forces in Mastung, Balochistan."
PAK-00395,1999-11-11,1999,11,11,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Kidnapping,Political Party,Al-Qaeda Affiliates,0,1,1,Yes,Major,"Kidnapping targeting political party in Dera Ismail Khan, Khyber Pakhtunkhwa."
PAK-00394,1999-11-21,1999,11,21,Pakistan,Khyber Pakhtunkhwa,Swat,IED,Paramilitary,BLA,6,10,16,Yes,Major,"IED targeting paramilitary in Swat, Khyber Pakhtunkhwa."
PAK-00403,1999-12-26,1999,12,26,Pakistan,Balochistan,Loralai,Ethnic Violence,Civilians,Tribal Militants,17,30,47,Yes,None,"Ethnic Violence targeting civilians in Loralai, Balochistan."
PAK-00410,2000-02-17,2000,2,17,Pakistan,Khyber Pakhtunkhwa,Swat,Kidnapping,Infrastructure,Sectarian Groups,1,4,5,Yes,Moderate,"Kidnapping targeting infrastructure in Swat, Khyber Pakhtunkhwa."
PAK-00409,2000-02-29,2000,2,29,Pakistan,Khyber Pakhtunkhwa,Swat,Suicide Bombing,Hospital,Sectarian Groups,45,109,154,Yes,None,"Suicide Bombing targeting hospital in Swat, Khyber Pakhtunkhwa."
PAK-00412,2000-03-22,2000,3,22,Pakistan,Punjab,Faisalabad,Armed Assault,Religious Minority,Unknown,24,7,31,Yes,Unknown,"Armed Assault targeting religious minority in Faisalabad, Punjab."
PAK-00414,2000-05-13,2000,5,13,Pakistan,Islamabad Capital Territory,Islamabad,Armed Assault,Judges/Lawyers,BLA,2,1,3,Yes,None,"Armed Assault targeting judges/lawyers in Islamabad, Islamabad Capital Territory."
PAK-00408,2000-05-31,2000,5,31,Pakistan,Gilgit-Baltistan,Gilgit,Armed Assault,School,Unknown,8,14,22,Yes,None,"Armed Assault targeting school in Gilgit, Gilgit-Baltistan."
PAK-00415,2000-06-26,2000,6,26,Pakistan,Gilgit-Baltistan,Skardu,Mortar Attack,Civilians,BLA,3,7,10,Yes,Major,"Mortar Attack targeting civilians in Skardu, Gilgit-Baltistan."
PAK-00411,2000-07-16,2000,7,16,Pakistan,FATA/Tribal Areas,South Waziristan,Ethnic Violence,Journalists,BLA,18,53,71,Yes,Major,"Ethnic Violence targeting journalists in South Waziristan, FATA/Tribal Areas."
PAK-00416,2000-08-28,2000,8,28,Pakistan,FATA/Tribal Areas,Orakzai,Suicide Bombing,Military/Security Forces,Unknown,25,64,89,No,Minor,"Suicide Bombing targeting military/security forces in Orakzai, FATA/Tribal Areas."
PAK-00417,2000-09-16,2000,9,16,Pakistan,Khyber Pakhtunkhwa,Nowshera,Mortar Attack,Market/Bazaar,Sectarian Groups,4,1,5,Yes,Major,"Mortar Attack targeting market/bazaar in Nowshera, Khyber Pakhtunkhwa."
