new_id,source,date,year,month,day,country,region,city,attack_type,target_type,perpetrator_group,killed,wounded,total_casualties,attack_success,property_damage,notes
INC-00420,PAK,1/2/2001,2001,1,2,Pakistan,Azad Kashmir,Bagh,Grenade Attack,Ethnic Group,Al-Qaeda,1,3,4,Yes,Moderate,"Grenade Attack targeting ethnic group in Bagh, Azad Kashmir."
INC-00421,PAK,2/1/2001,2001,2,1,Pakistan,FATA/Tribal Areas,Bajaur,Kidnapping,Hospital,Unknown,1,2,3,Yes,Moderate,"Kidnapping targeting hospital in Bajaur, FATA/Tribal Areas."
INC-00422,PAK,2/8/2001,2001,2,8,Pakistan,Azad Kashmir,Mirpur,Sectarian Violence,Hospital,BLA,13,43,56,Yes,Minor,"Sectarian Violence targeting hospital in Mirpur, Azad Kashmir."
INC-00423,PAK,3/10/2001,2001,3,10,Pakistan,Punjab,Lahore,Armed Assault,Ethnic Group,BLA,22,64,86,No,,"Armed Assault targeting ethnic group in Lahore, Punjab."
INC-00424,PAK,3/20/2001,2001,3,20,Pakistan,Balochistan,Quetta,Mortar Attack,Ethnic Group,Unknown,2,0,2,No,Unknown,"Mortar Attack targeting ethnic group in Quetta, Balochistan."
INC-00425,PAK,4/8/2001,2001,4,8,Pakistan,FATA/Tribal Areas,North Waziristan,Armed Assault,Journalists,TTP (Proto),15,50,65,Yes,,"Armed Assault targeting journalists in North Waziristan, FATA/Tribal Areas."
INC-00426,PAK,4/25/2001,2001,4,25,Pakistan,Balochistan,Dera Bugti,Sectarian Violence,Ethnic Group,Sectarian Groups,25,6,31,Yes,Moderate,"Sectarian Violence targeting ethnic group in Dera Bugti, Balochistan."
INC-00427,PAK,4/26/2001,2001,4,26,Pakistan,Azad Kashmir,Muzaffarabad,Bombing,School,TTP (Proto),20,56,76,No,Moderate,"Bombing targeting school in Muzaffarabad, Azad Kashmir."
INC-00428,PAK,5/16/2001,2001,5,16,Pakistan,Gilgit-Baltistan,Gilgit,Ethnic Violence,Police,BLA,18,35,53,Yes,Unknown,"Ethnic Violence targeting police in Gilgit, Gilgit-Baltistan."
INC-00429,PAK,7/15/2001,2001,7,15,Pakistan,Azad Kashmir,Rawalakot,Political Violence,Military/Security Forces,Lashkar-e-Jhangvi,2,0,2,Yes,,"Political Violence targeting military/security forces in Rawalakot, Azad Kashmir."
INC-00430,PAK,7/18/2001,2001,7,18,Pakistan,Azad Kashmir,Bagh,Militant Attack,Hospital,Unknown,5,12,17,Yes,Moderate,"Militant Attack targeting hospital in Bagh, Azad Kashmir."
INC-00431,PAK,7/23/2001,2001,7,23,Pakistan,Khyber Pakhtunkhwa,Mingora,Mortar Attack,Journalists,BLA,3,4,7,No,Moderate,"Mortar Attack targeting journalists in Mingora, Khyber Pakhtunkhwa."
INC-00432,PAK,7/29/2001,2001,7,29,Pakistan,Azad Kashmir,Rawalakot,Armed Assault,Police,TTP (Proto),16,8,24,Yes,Unknown,"Armed Assault targeting police in Rawalakot, Azad Kashmir."
INC-00433,PAK,9/13/2001,2001,9,13,Pakistan,FATA/Tribal Areas,South Waziristan,Drone Strike,Ethnic Group,Lashkar-e-Jhangvi,15,5,20,Yes,,"Drone Strike targeting ethnic group in South Waziristan, FATA/Tribal Areas."
INC-00434,PAK,10/9/2001,2001,10,9,Pakistan,Islamabad Capital Territory,Islamabad,Armed Assault,Journalists,BLA,2,8,10,Yes,,"Armed Assault targeting journalists in Islamabad, Islamabad Capital Territory."
INC-00435,PAK,10/26/2001,2001,10,26,Pakistan,FATA/Tribal Areas,Khyber,Mortar Attack,Civilians,Sectarian Groups,8,15,23,Yes,Major,"Mortar Attack targeting civilians in Khyber, FATA/Tribal Areas."
INC-00436,PAK,12/12/2001,2001,12,12,Pakistan,FATA/Tribal Areas,Orakzai,Suicide Bombing,Foreign Nationals,BLA,18,39,57,Yes,Minor,"Suicide Bombing targeting foreign nationals in Orakzai, FATA/Tribal Areas."
INC-00437,PAK,12/18/2001,2001,12,18,Pakistan,Azad Kashmir,Mirpur,Sectarian Violence,Mosque/Shrine,Lashkar-e-Jhangvi,47,74,121,Yes,Minor,"Sectarian Violence targeting mosque/shrine in Mirpur, Azad Kashmir."
INC-00438,PAK,12/21/2001,2001,12,21,Pakistan,Gilgit-Baltistan,Gilgit,Political Violence,Paramilitary,Lashkar-e-Jhangvi,13,11,24,Yes,Minor,"Political Violence targeting paramilitary in Gilgit, Gilgit-Baltistan."
INC-00439,PAK,12/26/2001,2001,12,26,Pakistan,Punjab,Faisalabad,Assassination,Judges/Lawyers,Lashkar-e-Jhangvi,5,9,14,Yes,Moderate,"Assassination targeting judges/lawyers in Faisalabad, Punjab."
INC-00440,PAK,1/13/2002,2002,1,13,Pakistan,FATA/Tribal Areas,Khyber,Political Violence,Government Officials,Unknown,11,9,20,Yes,Moderate,"Political Violence targeting government officials in Khyber, FATA/Tribal Areas."
INC-00441,PAK,1/21/2002,2002,1,21,Pakistan,Khyber Pakhtunkhwa,Bannu,Drone Strike,Market/Bazaar,Unknown,20,31,51,Yes,Moderate,"Drone Strike targeting market/bazaar in Bannu, Khyber Pakhtunkhwa."
INC-00442,PAK,2/17/2002,2002,2,17,Pakistan,Khyber Pakhtunkhwa,Charsadda,Kidnapping,Judges/Lawyers,Lashkar-e-Jhangvi,2,6,8,Yes,Minor,"Kidnapping targeting judges/lawyers in Charsadda, Khyber Pakhtunkhwa."
INC-00443,PAK,4/9/2002,2002,4,9,Pakistan,Gilgit-Baltistan,Hunza,Military Operation,Police,Sectarian Groups,60,166,226,Yes,,"Military Operation targeting police in Hunza, Gilgit-Baltistan."
INC-00444,PAK,4/23/2002,2002,4,23,Pakistan,Balochistan,Loralai,Grenade Attack,Government Officials,Unknown,5,16,21,No,Unknown,"Grenade Attack targeting government officials in Loralai, Balochistan."
INC-00445,ATK,5/8/2002,2002,5,8,Pakistan,Sindh,Karachi,Suicide bombing,Foreigner,Unknown,15,40,55,Yes,Unknown,Detailed blast record from attacks.csv (S# 3). Location: Pakistan Navy bus Parked outside Five Star Sheraton Hotel Category: Hotel Target: Foreigner Sect: Christian
INC-00446,ATK,6/14/2002,2002,6,14,Pakistan,Sindh,Karachi,Suicide bombing,Foreigner,Unknown,12,51,63,Yes,Unknown,Detailed blast record from attacks.csv (S# 4). Location: US Consulate Civil Lines Area Category: Foreign Target: Foreigner Sect: Christian
INC-00447,PAK,9/22/2002,2002,9,22,Pakistan,Sindh,Karachi,Ethnic Violence,School,Lashkar-e-Jhangvi,19,1,20,Yes,Moderate,"Ethnic Violence targeting school in Karachi, Sindh."
INC-00448,PAK,10/15/2002,2002,10,15,Pakistan,Balochistan,Mastung,Grenade Attack,Hospital,TTP (Proto),9,30,39,Yes,,"Grenade Attack targeting hospital in Mastung, Balochistan."
INC-00449,PAK,10/22/2002,2002,10,22,Pakistan,Khyber Pakhtunkhwa,Mardan,IED,Police,TTP (Proto),9,4,13,Yes,Moderate,"IED targeting police in Mardan, Khyber Pakhtunkhwa."
INC-00450,PAK,12/17/2002,2002,12,17,Pakistan,Khyber Pakhtunkhwa,Swat,Bombing,Government Officials,TTP (Proto),22,27,49,Yes,,"Bombing targeting government officials in Swat, Khyber Pakhtunkhwa."
INC-00451,PAK,1/16/2003,2003,1,16,Pakistan,Khyber Pakhtunkhwa,Kohat,Drone Strike,Journalists,BLA,27,84,111,Yes,Unknown,"Drone Strike targeting journalists in Kohat, Khyber Pakhtunkhwa."
INC-00452,PAK,1/28/2003,2003,1,28,Pakistan,Balochistan,Gwadar,Armed Assault,Political Party,Unknown,19,54,73,No,Unknown,"Armed Assault targeting political party in Gwadar, Balochistan."
INC-00453,PAK,3/10/2003,2003,3,10,Pakistan,Islamabad Capital Territory,Islamabad,Grenade Attack,Journalists,TTP (Proto),9,18,27,Yes,Unknown,"Grenade Attack targeting journalists in Islamabad, Islamabad Capital Territory."
INC-00454,PAK,3/14/2003,2003,3,14,Pakistan,Balochistan,Gwadar,Grenade Attack,Mosque/Shrine,BLA,10,32,42,Yes,Minor,"Grenade Attack targeting mosque/shrine in Gwadar, Balochistan."
INC-00455,PAK,3/16/2003,2003,3,16,Pakistan,FATA/Tribal Areas,Mohmand,Kidnapping,Political Party,Lashkar-e-Jhangvi,2,10,12,Yes,Major,"Kidnapping targeting political party in Mohmand, FATA/Tribal Areas."
INC-00456,PAK,4/11/2003,2003,4,11,Pakistan,Islamabad Capital Territory,Islamabad,Kidnapping,Government Officials,Sectarian Groups,0,4,4,Yes,,"Kidnapping targeting government officials in Islamabad, Islamabad Capital Territory."
INC-00457,PAK,5/29/2003,2003,5,29,Pakistan,Khyber Pakhtunkhwa,Dir,Suicide Bombing,Government Officials,Sectarian Groups,69,27,96,Yes,Moderate,"Suicide Bombing targeting government officials in Dir, Khyber Pakhtunkhwa."
INC-00458,PAK,6/10/2003,2003,6,10,Pakistan,Balochistan,Khuzdar,Grenade Attack,Infrastructure,BLA,2,0,2,Yes,Minor,"Grenade Attack targeting infrastructure in Khuzdar, Balochistan."
INC-00459,PAK,6/12/2003,2003,6,12,Pakistan,Sindh,Hyderabad,Militant Attack,Civilians,Sectarian Groups,6,6,12,Yes,Moderate,"Militant Attack targeting civilians in Hyderabad, Sindh."
INC-00460,PAK,6/26/2003,2003,6,26,Pakistan,Gilgit-Baltistan,Chilas,Ethnic Violence,Market/Bazaar,Lashkar-e-Jhangvi,26,45,71,Yes,Major,"Ethnic Violence targeting market/bazaar in Chilas, Gilgit-Baltistan."
INC-00461,ATK,7/4/2003,2003,7,4,Pakistan,Baluchistan,Quetta,Suicide bombing,Religious,Unknown,47,65,112,Yes,Unknown,Detailed blast record from attacks.csv (S# 5). Location: Imambargah MeCongy Road Quetta Category: Religious Target: Religious Sect: Shiite Context: during Friday prayer
INC-00462,PAK,7/9/2003,2003,7,9,Pakistan,Sindh,Karachi,Militant Attack,Paramilitary,TTP (Proto),6,8,14,Yes,Minor,"Militant Attack targeting paramilitary in Karachi, Sindh."
INC-00463,PAK,8/25/2003,2003,8,25,Pakistan,Punjab,Gujranwala,Grenade Attack,Religious Minority,Unknown,5,15,20,Yes,Moderate,"Grenade Attack targeting religious minority in Gujranwala, Punjab."
INC-00464,PAK,9/21/2003,2003,9,21,Pakistan,Khyber Pakhtunkhwa,Charsadda,Assassination,Ethnic Group,TTP (Proto),2,1,3,Yes,Minor,"Assassination targeting ethnic group in Charsadda, Khyber Pakhtunkhwa."
INC-00465,PAK,10/3/2003,2003,10,3,Pakistan,Khyber Pakhtunkhwa,Charsadda,Assassination,Civilians,Al-Qaeda,1,6,7,Yes,,"Assassination targeting civilians in Charsadda, Khyber Pakhtunkhwa."
INC-00466,PAK,10/10/2003,2003,10,10,Pakistan,Khyber Pakhtunkhwa,Peshawar,Bombing,Journalists,Lashkar-e-Jhangvi,7,1,8,Yes,Unknown,"Bombing targeting journalists in Peshawar, Khyber Pakhtunkhwa."
INC-00467,PAK,10/25/2003,2003,10,25,Pakistan,Punjab,Rawalpindi,Rocket Attack,Government Officials,Sectarian Groups,1,3,4,Yes,Moderate,"Rocket Attack targeting government officials in Rawalpindi, Punjab."
INC-00468,PAK,10/28/2003,2003,10,28,Pakistan,Balochistan,Kalat,Kidnapping,Journalists,Unknown,1,5,6,Yes,,"Kidnapping targeting journalists in Kalat, Balochistan."
INC-00469,PAK,11/11/2003,2003,11,11,Pakistan,Khyber Pakhtunkhwa,Mingora,Grenade Attack,Military/Security Forces,Unknown,3,13,16,Yes,Unknown,"Grenade Attack targeting military/security forces in Mingora, Khyber Pakhtunkhwa."
INC-00470,PAK,11/29/2003,2003,11,29,Pakistan,Gilgit-Baltistan,Chilas,Ethnic Violence,Paramilitary,BLA,3,0,3,Yes,Unknown,"Ethnic Violence targeting paramilitary in Chilas, Gilgit-Baltistan."
INC-00471,PAK,12/11/2003,2003,12,11,Pakistan,Sindh,Larkana,Ethnic Violence,Judges/Lawyers,Sectarian Groups,2,6,8,Yes,,"Ethnic Violence targeting judges/lawyers in Larkana, Sindh."
INC-00472,PAK,12/13/2003,2003,12,13,Pakistan,FATA/Tribal Areas,North Waziristan,Ethnic Violence,Hospital,Unknown,10,19,29,No,Moderate,"Ethnic Violence targeting hospital in North Waziristan, FATA/Tribal Areas."
INC-00473,ATK,12/25/2003,2003,12,25,Pakistan,Punjab,Rawalpindi,Suicide bombing,Military,Unknown,18,50,68,Yes,Unknown,Detailed blast record from attacks.csv (S# 6). Location: Jhanda Chichi area rawalpindi Category: Mobile Target: Military Context: president's/chief of army staff convoy passing from there
INC-00474,ATK,2/28/2004,2004,2,28,Pakistan,Punjab,Rawalpindi,Suicide bombing,Religious,Unknown,1,4,5,Yes,Unknown,Detailed blast record from attacks.csv (S# 7). Location: Yadgar-i-Hussaini in Satellite Town Category: Religious Target: Religious Sect: shiite Context: maghrib prayer was in process
INC-00475,PAK,4/2/2004,2004,4,2,Pakistan,FATA/Tribal Areas,North Waziristan,Suicide Bombing,Religious Minority,Al-Qaeda,26,33,59,Yes,Major,"Suicide Bombing targeting religious minority in North Waziristan, FATA/Tribal Areas."
INC-00476,PAK,4/13/2004,2004,4,13,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Ethnic Violence,Journalists,TTP (Proto),7,0,7,Yes,Unknown,"Ethnic Violence targeting journalists in Dera Ismail Khan, Khyber Pakhtunkhwa."
INC-00477,PAK,5/4/2004,2004,5,4,Pakistan,Islamabad Capital Territory,Islamabad,Sectarian Violence,Political Party,Unknown,28,2,30,Yes,Unknown,"Sectarian Violence targeting political party in Islamabad, Islamabad Capital Territory."
INC-00478,ATK,5/7/2004,2004,5,7,Pakistan,Sindh,Karachi,Suicide bombing,Religious,Unknown,15,200,215,Yes,Unknown,Detailed blast record from attacks.csv (S# 8). Location: Karachi Shia mosque Sindh Madrassatul Islam Category: Religious Target: Religious Sect: shiite Context: Friday prayer was in progress
INC-00479,PAK,5/11/2004,2004,5,11,Pakistan,FATA/Tribal Areas,Bajaur,Military Operation,Market/Bazaar,Al-Qaeda,21,52,73,Yes,,"Military Operation targeting market/bazaar in Bajaur, FATA/Tribal Areas."
INC-00480,ATK,5/31/2004,2004,5,31,Pakistan,Sindh,Karachi,Suicide bombing,Religious,Unknown,18,35,53,Yes,Unknown,Detailed blast record from attacks.csv (S# 9). Location: Imambargah off M.A Jinnah road near Numaish intersection Category: Religious Target: Religious Sect: Shiite
INC-00481,ATK,6/3/2004,2004,6,3,Pakistan,FATA,North waziristan,Suicide bombing,Military,Unknown,2,2,4,Yes,Unknown,Detailed blast record from attacks.csv (S# 10). Location: checkpost in north waziristan-close to Afghanistan border Category: Military Target: Military
INC-00482,PAK,6/10/2004,2004,6,10,Pakistan,Gilgit-Baltistan,Gilgit,Bombing,Journalists,Unknown,7,22,29,Yes,,"Bombing targeting journalists in Gilgit, Gilgit-Baltistan."
INC-00483,PAK,6/18/2004,2004,6,18,Pakistan,FATA/Tribal Areas,North Waziristan,Grenade Attack,Civilians,Unknown,3,6,9,Yes,Major,"Grenade Attack targeting civilians in North Waziristan, FATA/Tribal Areas."
INC-00484,PAK,6/24/2004,2004,6,24,Pakistan,FATA/Tribal Areas,Orakzai,Kidnapping,School,TTP (Proto),2,10,12,No,Unknown,"Kidnapping targeting school in Orakzai, FATA/Tribal Areas."
INC-00485,PAK,7/6/2004,2004,7,6,Pakistan,FATA/Tribal Areas,Mohmand,Ambush,School,Lashkar-e-Jhangvi,14,36,50,Yes,Major,"Ambush targeting school in Mohmand, FATA/Tribal Areas."
INC-00486,ATK,7/28/2004,2004,7,28,Pakistan,KPK,Kohat,Suicide bombing,Military,Unknown,3,3,6,Yes,Unknown,Detailed blast record from attacks.csv (S# 11). Location: Near military facility/official Residence of General Officer Commanding Category: Residence Target: Military Context: Army
INC-00487,ATK,7/30/2004,2004,7,30,Pakistan,Punjab,Attock,Suicide bombing,Government Official,Unknown,7,70,77,Yes,Unknown,Detailed blast record from attacks.csv (S# 12). Location: Mr Aziz election rally in jaffar village in fateh jang Category: Park/Ground Target: Government Official Context: Election rally
INC-00488,PAK,8/3/2004,2004,8,3,Pakistan,Khyber Pakhtunkhwa,Nowshera,Assassination,Military/Security Forces,Unknown,4,16,20,Yes,,"Assassination targeting military/security forces in Nowshera, Khyber Pakhtunkhwa."
INC-00489,PAK,9/3/2004,2004,9,3,Pakistan,Khyber Pakhtunkhwa,Kohat,IED,Mosque/Shrine,BLA,20,60,80,Yes,Major,"IED targeting mosque/shrine in Kohat, Khyber Pakhtunkhwa."
INC-00490,PAK,9/29/2004,2004,9,29,Pakistan,Punjab,Faisalabad,Armed Assault,Political Party,BLA,20,4,24,Yes,,"Armed Assault targeting political party in Faisalabad, Punjab."
INC-00491,ATK,10/1/2004,2004,10,1,Pakistan,Punjab,Sialkot,Suicide bombing,Religious,Unknown,31,75,106,Yes,Unknown,Detailed blast record from attacks.csv (S# 13). Location: zainabia mosque-just a Km away from city police station on Raja road Category: Religious Target: Religious Sect: shiite Context: Friday prayer
INC-00492,ATK,10/10/2004,2004,10,10,Pakistan,Punjab,Lahore,Suicide bombing,Religious,Unknown,5,10,15,Yes,Unknown,Detailed blast record from attacks.csv (S# 14). Location: Jamia Masjid Kashmirian in Mochi Gate Category: Religious Target: Religious Sect: shiite Context: Jamia Masjid /Shia Mosque
INC-00493,PAK,12/22/2004,2004,12,22,Pakistan,Gilgit-Baltistan,Hunza,Militant Attack,Paramilitary,BLA,24,75,99,Yes,Major,"Militant Attack targeting paramilitary in Hunza, Gilgit-Baltistan."
INC-00494,PAK,1/1/2005,2005,1,1,Pakistan,Gilgit-Baltistan,Skardu,Kidnapping,Police,Sectarian Groups,0,5,5,No,,"Kidnapping targeting police in Skardu, Gilgit-Baltistan."
INC-00495,PAK,1/15/2005,2005,1,15,Pakistan,Islamabad Capital Territory,Islamabad,Mortar Attack,Ethnic Group,Unknown,7,18,25,Yes,Moderate,"Mortar Attack targeting ethnic group in Islamabad, Islamabad Capital Territory."
INC-00496,PAK,2/24/2005,2005,2,24,Pakistan,Sindh,Mirpur Khas,Bombing,School,TTP (Proto),14,32,46,Yes,Unknown,"Bombing targeting school in Mirpur Khas, Sindh."
INC-00497,ATK,3/19/2005,2005,3,19,Pakistan,Baluchistan,Quetta,Suicide bombing,Religious,Unknown,50,100,150,Yes,Unknown,Detailed blast record from attacks.csv (S# 15). Location: Gandava Town Shrine Category: Religious Target: Religious Sect: Shiite Context: Urs Ceremony
INC-00498,ATK,4/28/2005,2005,4,28,Pakistan,KPK,Swat,Suicide bombing,civilian,Unknown,2,0,2,Yes,Unknown,Detailed blast record from attacks.csv (S# 16). Location: Baidara village of Matta-District Swat Category: Park/Ground Target: civilian Context: NA
INC-00499,PAK,4/28/2005,2005,4,28,Pakistan,Sindh,Nawabshah,Ethnic Violence,Religious Minority,Unknown,8,23,31,Yes,Minor,"Ethnic Violence targeting religious minority in Nawabshah, Sindh."
INC-00500,PAK,5/10/2005,2005,5,10,Pakistan,Punjab,Sargodha,Kidnapping,Foreign Nationals,Lashkar-e-Jhangvi,2,7,9,No,Unknown,"Kidnapping targeting foreign nationals in Sargodha, Punjab."
INC-00501,ATK,5/27/2005,2005,5,27,Pakistan,Capital,Islamabad,Suicide bombing,Civilian,Unknown,25,100,125,Yes,Unknown,"Detailed blast record from attacks.csv (S# 17). Location: Shrine of Bari Imam Category: Religious Target: Civilian Sect: Shiite/sunni Context: Shia Muslim Annual 
Congregation"
INC-00502,ATK,5/30/2005,2005,5,30,Pakistan,Sindh,Karachi,Suicide bombing,Religious,Unknown,6,30,36,Yes,Unknown,Detailed blast record from attacks.csv (S# 18). Location: Courtyard of an Imambargah(Madinatul Ilm ) in Gulshan e Iqbal Category: Religious Target: Religious Sect: shiite Context: evening prayer
INC-00503,PAK,8/11/2005,2005,8,11,Pakistan,Sindh,Nawabshah,Bombing,Government Officials,TTP (Proto),16,38,54,Yes,Moderate,"Bombing targeting government officials in Nawabshah, Sindh."
INC-00504,PAK,9/22/2005,2005,9,22,Pakistan,Khyber Pakhtunkhwa,Mingora,Militant Attack,Market/Bazaar,Sectarian Groups,28,45,73,Yes,Moderate,"Militant Attack targeting market/bazaar in Mingora, Khyber Pakhtunkhwa."
INC-00505,PAK,9/23/2005,2005,9,23,Pakistan,Khyber Pakhtunkhwa,Swat,Military Operation,Ethnic Group,Al-Qaeda,15,42,57,Yes,,"Military Operation targeting ethnic group in Swat, Khyber Pakhtunkhwa."
INC-00506,PAK,9/23/2005,2005,9,23,Pakistan,Balochistan,Pishin,Grenade Attack,Journalists,BLA,9,12,21,Yes,,"Grenade Attack targeting journalists in Pishin, Balochistan."
INC-00507,PAK,10/11/2005,2005,10,11,Pakistan,FATA/Tribal Areas,Bajaur,IED,Journalists,Unknown,11,4,15,No,Major,"IED targeting journalists in Bajaur, FATA/Tribal Areas."
INC-00508,PAK,11/7/2005,2005,11,7,Pakistan,Khyber Pakhtunkhwa,Charsadda,Rocket Attack,Foreign Nationals,Sectarian Groups,4,7,11,No,Major,"Rocket Attack targeting foreign nationals in Charsadda, Khyber Pakhtunkhwa."
INC-00509,PAK,11/11/2005,2005,11,11,Pakistan,FATA/Tribal Areas,Bajaur,IED,Police,Unknown,13,25,38,Yes,Moderate,"IED targeting police in Bajaur, FATA/Tribal Areas."
INC-00510,PAK,12/17/2005,2005,12,17,Pakistan,Khyber Pakhtunkhwa,Dera Ismail Khan,Ethnic Violence,Infrastructure,Lashkar-e-Jhangvi,40,89,129,Yes,Minor,"Ethnic Violence targeting infrastructure in Dera Ismail Khan, Khyber Pakhtunkhwa."
INC-00511,PAK,12/22/2005,2005,12,22,Pakistan,Balochistan,Mastung,Armed Assault,School,Lashkar-e-Jhangvi,19,16,35,Yes,Major,"Armed Assault targeting school in Mastung, Balochistan."
INC-00512,PAK,1/28/2006,2006,1,28,Pakistan,FATA/Tribal Areas,Orakzai,Ambush,Journalists,TTP (Proto),19,8,27,Yes,Major,"Ambush targeting journalists in Orakzai, FATA/Tribal Areas."
INC-00513,ATK,2/9/2006,2006,2,9,Pakistan,KPK,Hangu,Suicide bombing,Religious,Unknown,40,90,130,Yes,Unknown,Detailed blast record from attacks.csv (S# 19). Location: Hangu-Tall road-Ashura Procession Category: Park/Ground Target: Religious Sect: Shiite Context: Ashura Day
INC-00514,PAK,2/24/2006,2006,2,24,Pakistan,Balochistan,Gwadar,Militant Attack,Mosque/Shrine,TTP (Proto),24,19,43,Yes,,"Militant Attack targeting mosque/shrine in Gwadar, Balochistan."
INC-00515,ATK,3/2/2006,2006,3,2,Pakistan,Sindh,Karachi,Suicide bombing,Foreigner,Unknown,5,54,59,Yes,Unknown,Detailed blast record from attacks.csv (S# 20). Location: Infront of USA consulate near marriott hotel Category: Hotel Target: Foreigner Sect: Christian Context: Terrorists attacked convoy of david foy-american diplomat.
INC-00516,PAK,3/3/2006,2006,3,3,Pakistan,Islamabad Capital Territory,Islamabad,Grenade Attack,Journalists,Unknown,2,7,9,Yes,Major,"Grenade Attack targeting journalists in Islamabad, Islamabad Capital Territory."
INC-00517,PAK,3/27/2006,2006,3,27,Pakistan,Khyber Pakhtunkhwa,Swat,Militant Attack,School,Unknown,7,6,13,Yes,,"Militant Attack targeting school in Swat, Khyber Pakhtunkhwa."
INC-00518,ATK,4/12/2006,2006,4,12,Pakistan,Sindh,Karachi,Suicide bombing,Religious,Unknown,57,100,157,Yes,Unknown,Detailed blast record from attacks.csv (S# 21). Location: Nishter Park Category: Park/Ground Target: Religious Sect: Sunni Context: Eid Miladun Nabi
INC-00519,PAK,4/13/2006,2006,4,13,Pakistan,Sindh,Hyderabad,Ambush,Political Party,Unknown,7,15,22,Yes,Minor,"Ambush targeting political party in Hyderabad, Sindh."
INC-00520,PAK,5/1/2006,2006,5,1,Pakistan,FATA/Tribal Areas,Khyber,Militant Attack,Civilians,Unknown,19,51,70,Yes,Major,"Militant Attack targeting civilians in Khyber, FATA/Tribal Areas."
INC-00521,PAK,5/24/2006,2006,5,24,Pakistan,Punjab,Multan,Political Violence,Foreign Nationals,Sectarian Groups,14,25,39,Yes,Unknown,"Political Violence targeting foreign nationals in Multan, Punjab."
INC-00522,ATK,6/2/2006,2006,6,2,Pakistan,KPK,Bannu,Suicide bombing,Military,Unknown,7,8,15,Yes,Unknown,Detailed blast record from attacks.csv (S# 22). Location: Bakkahel Area of FR Bannu Category: Mobile Target: Military Context: Army convoy
INC-00523,PAK,6/10/2006,2006,6,10,Pakistan,Punjab,Jhang,IED,Government Officials,TTP (Proto),11,14,25,Yes,Moderate,"IED targeting government officials in Jhang, Punjab."
INC-00524,PAK,6/16/2006,2006,6,16,Pakistan,Balochistan,Quetta,Bombing,Mosque/Shrine,BLA,19,6,25,Yes,Moderate,"Bombing targeting mosque/shrine in Quetta, Balochistan."
INC-00525,PAK,6/25/2006,2006,6,25,Pakistan,FATA/Tribal Areas,Khyber,Ambush,Market/Bazaar,Sectarian Groups,16,39,55,Yes,Major,"Ambush targeting market/bazaar in Khyber, FATA/Tribal Areas."
INC-00526,ATK,6/26/2006,2006,6,26,Pakistan,FATA,North Waziristan,Suicide bombing,Military,Unknown,7,26,33,Yes,Unknown,"Detailed blast record from attacks.csv (S# 23). Location: Aisha Checkpoint-10km East of 
Miranshah Category: Military Target: Military Context: NA"
INC-00527,PAK,6/29/2006,2006,6,29,Pakistan,Sindh,Sukkur,Ambush,Foreign Nationals,Al-Qaeda,14,7,21,No,Unknown,"Ambush targeting foreign nationals in Sukkur, Sindh."
INC-00528,ATK,8/6/2006,2006,8,6,Pakistan,Baluchistan,Lasbela,Suicide bombing,Civilian,Unknown,1,0,1,Yes,Unknown,"Detailed blast record from attacks.csv (S# 24). Location: Zehri Street-Main Market
Hub Category: Market Target: Civilian Context: NA"
INC-00529,PAK,8/19/2006,2006,8,19,Pakistan,FATA/Tribal Areas,South Waziristan,Sectarian Violence,School,BLA,42,24,66,Yes,Moderate,"Sectarian Violence targeting school in South Waziristan, FATA/Tribal Areas."
INC-00530,PAK,8/19/2006,2006,8,19,Pakistan,Balochistan,Pishin,Ambush,Ethnic Group,Sectarian Groups,19,33,52,Yes,Minor,"Ambush targeting ethnic group in Pishin, Balochistan."
INC-00531,PAK,9/7/2006,2006,9,7,Pakistan,FATA/Tribal Areas,Khyber,Kidnapping,Hospital,Sectarian Groups,1,8,9,Yes,Major,"Kidnapping targeting hospital in Khyber, FATA/Tribal Areas."
INC-00532,PAK,9/13/2006,2006,9,13,Pakistan,FATA/Tribal Areas,North Waziristan,Assassination,Paramilitary,Al-Qaeda,2,6,8,Yes,Unknown,"Assassination targeting paramilitary in North Waziristan, FATA/Tribal Areas."
INC-00533,PAK,10/18/2006,2006,10,18,Pakistan,Azad Kashmir,Rawalakot,Military Operation,Hospital,Sectarian Groups,38,109,147,Yes,,"Military Operation targeting hospital in Rawalakot, Azad Kashmir."
INC-00534,PAK,10/22/2006,2006,10,22,Pakistan,Islamabad Capital Territory,Islamabad,Suicide Bombing,Paramilitary,Sectarian Groups,45,126,171,No,Major,"Suicide Bombing targeting paramilitary in Islamabad, Islamabad Capital Territory."
INC-00535,ATK,11/8/2006,2006,11,8,Pakistan,KPK,Malakand,Suicide bombing,Military,Unknown,42,39,81,Yes,Unknown,Detailed blast record from attacks.csv (S# 25). Location: Dargai Military Base-100km north of Peshawar Category: Military Target: Military Context: Recruits parade
INC-00536,ATK,11/17/2006,2006,11,17,Pakistan,KPK,Peshawar,Suicide bombing,Police,Unknown,1,2,3,Yes,Unknown,"Detailed blast record from attacks.csv (S# 26). Location: Fayaz Khalil Shaheed
Chowk Category: Mobile Target: Police Context: police van"
